staff_id,role,shift_start,shift_end,clinic_location
CE-PR-01,Provider,2026-05-20 08:00:00,2026-05-20 17:00:00,Central City
CE-PR-02,Provider,2026-05-20 08:00:00,2026-05-20 17:00:00,Central City
CE-SU-01,Support,2026-05-20 08:00:00,2026-05-20 17:00:00,Central City
CE-SU-02,Support,2026-05-20 08:00:00,2026-05-20 17:00:00,Central City
CE-SU-03,Support,2026-05-20 08:00:00,2026-05-20 17:00:00,Central City
CE-SU-04,Support,2026-05-20 08:00:00,2026-05-20 17:00:00,Central City
CE-SU-05,Support,2026-05-20 08:00:00,2026-05-20 17:00:00,Central City
CE-PR-03,Provider,2026-05-20 09:00:00,2026-05-20 17:00:00,Central City
CE-PR-01,Provider,2026-05-21 08:00:00,2026-05-21 17:00:00,Central City
CE-PR-02,Provider,2026-05-21 08:00:00,2026-05-21 17:00:00,Central City
CE-SU-01,Support,2026-05-21 08:00:00,2026-05-21 17:00:00,Central City
CE-SU-02,Support,2026-05-21 08:00:00,2026-05-21 17:00:00,Central City
CE-SU-03,Support,2026-05-21 08:00:00,2026-05-21 17:00:00,Central City
CE-SU-04,Support,2026-05-21 08:00:00,2026-05-21 17:00:00,Central City
CE-SU-05,Support,2026-05-21 08:00:00,2026-05-21 17:00:00,Central City
CE-PR-03,Provider,2026-05-21 09:00:00,2026-05-21 17:00:00,Central City
CE-PR-01,Provider,2026-05-22 08:00:00,2026-05-22 17:00:00,Central City
CE-PR-02,Provider,2026-05-22 08:00:00,2026-05-22 17:00:00,Central City
CE-SU-01,Support,2026-05-22 08:00:00,2026-05-22 17:00:00,Central City
CE-SU-02,Support,2026-05-22 08:00:00,2026-05-22 17:00:00,Central City
CE-SU-03,Support,2026-05-22 08:00:00,2026-05-22 17:00:00,Central City
CE-SU-04,Support,2026-05-22 08:00:00,2026-05-22 17:00:00,Central City
CE-SU-05,Support,2026-05-22 08:00:00,2026-05-22 17:00:00,Central City
CE-PR-03,Provider,2026-05-22 09:00:00,2026-05-22 17:00:00,Central City
CE-PR-01,Provider,2026-05-23 08:00:00,2026-05-23 13:00:00,Central City
CE-PR-02,Provider,2026-05-23 08:00:00,2026-05-23 13:00:00,Central City
CE-SU-01,Support,2026-05-23 08:00:00,2026-05-23 13:00:00,Central City
CE-SU-02,Support,2026-05-23 08:00:00,2026-05-23 13:00:00,Central City
CE-SU-03,Support,2026-05-23 08:00:00,2026-05-23 13:00:00,Central City
CE-SU-04,Support,2026-05-23 08:00:00,2026-05-23 13:00:00,Central City
CE-SU-05,Support,2026-05-23 08:00:00,2026-05-23 13:00:00,Central City
CE-PR-03,Provider,2026-05-23 09:00:00,2026-05-23 13:00:00,Central City
CE-PR-01,Provider,2026-05-25 08:00:00,2026-05-25 17:00:00,Central City
CE-PR-02,Provider,2026-05-25 08:00:00,2026-05-25 17:00:00,Central City
CE-SU-01,Support,2026-05-25 08:00:00,2026-05-25 17:00:00,Central City
CE-SU-02,Support,2026-05-25 08:00:00,2026-05-25 17:00:00,Central City
CE-SU-03,Support,2026-05-25 08:00:00,2026-05-25 17:00:00,Central City
CE-SU-04,Support,2026-05-25 08:00:00,2026-05-25 17:00:00,Central City
CE-SU-05,Support,2026-05-25 08:00:00,2026-05-25 17:00:00,Central City
CE-PR-03,Provider,2026-05-25 09:00:00,2026-05-25 17:00:00,Central City
CE-PR-01,Provider,2026-05-26 08:00:00,2026-05-26 17:00:00,Central City
CE-PR-02,Provider,2026-05-26 08:00:00,2026-05-26 17:00:00,Central City
CE-SU-01,Support,2026-05-26 08:00:00,2026-05-26 17:00:00,Central City
CE-SU-02,Support,2026-05-26 08:00:00,2026-05-26 17:00:00,Central City
CE-SU-03,Support,2026-05-26 08:00:00,2026-05-26 17:00:00,Central City
CE-SU-04,Support,2026-05-26 08:00:00,2026-05-26 17:00:00,Central City
CE-SU-05,Support,2026-05-26 08:00:00,2026-05-26 17:00:00,Central City
CE-PR-03,Provider,2026-05-26 09:00:00,2026-05-26 17:00:00,Central City
CE-PR-01,Provider,2026-05-27 08:00:00,2026-05-27 17:00:00,Central City
CE-PR-02,Provider,2026-05-27 08:00:00,2026-05-27 17:00:00,Central City
CE-SU-01,Support,2026-05-27 08:00:00,2026-05-27 17:00:00,Central City
CE-SU-02,Support,2026-05-27 08:00:00,2026-05-27 17:00:00,Central City
CE-SU-03,Support,2026-05-27 08:00:00,2026-05-27 17:00:00,Central City
CE-SU-04,Support,2026-05-27 08:00:00,2026-05-27 17:00:00,Central City
CE-SU-05,Support,2026-05-27 08:00:00,2026-05-27 17:00:00,Central City
CE-PR-03,Provider,2026-05-27 09:00:00,2026-05-27 17:00:00,Central City
CE-PR-01,Provider,2026-05-28 08:00:00,2026-05-28 17:00:00,Central City
CE-PR-02,Provider,2026-05-28 08:00:00,2026-05-28 17:00:00,Central City
CE-SU-01,Support,2026-05-28 08:00:00,2026-05-28 17:00:00,Central City
CE-SU-02,Support,2026-05-28 08:00:00,2026-05-28 17:00:00,Central City
CE-SU-03,Support,2026-05-28 08:00:00,2026-05-28 17:00:00,Central City
CE-SU-04,Support,2026-05-28 08:00:00,2026-05-28 17:00:00,Central City
CE-SU-05,Support,2026-05-28 08:00:00,2026-05-28 17:00:00,Central City
CE-PR-03,Provider,2026-05-28 09:00:00,2026-05-28 17:00:00,Central City
CE-PR-01,Provider,2026-05-29 08:00:00,2026-05-29 17:00:00,Central City
CE-PR-02,Provider,2026-05-29 08:00:00,2026-05-29 17:00:00,Central City
CE-SU-01,Support,2026-05-29 08:00:00,2026-05-29 17:00:00,Central City
CE-SU-02,Support,2026-05-29 08:00:00,2026-05-29 17:00:00,Central City
CE-SU-03,Support,2026-05-29 08:00:00,2026-05-29 17:00:00,Central City
CE-SU-04,Support,2026-05-29 08:00:00,2026-05-29 17:00:00,Central City
CE-SU-05,Support,2026-05-29 08:00:00,2026-05-29 17:00:00,Central City
CE-PR-03,Provider,2026-05-29 09:00:00,2026-05-29 17:00:00,Central City
CE-PR-01,Provider,2026-05-30 08:00:00,2026-05-30 13:00:00,Central City
CE-PR-02,Provider,2026-05-30 08:00:00,2026-05-30 13:00:00,Central City
CE-SU-01,Support,2026-05-30 08:00:00,2026-05-30 13:00:00,Central City
CE-SU-02,Support,2026-05-30 08:00:00,2026-05-30 13:00:00,Central City
CE-SU-03,Support,2026-05-30 08:00:00,2026-05-30 13:00:00,Central City
CE-SU-04,Support,2026-05-30 08:00:00,2026-05-30 13:00:00,Central City
CE-SU-05,Support,2026-05-30 08:00:00,2026-05-30 13:00:00,Central City
CE-PR-03,Provider,2026-05-30 09:00:00,2026-05-30 13:00:00,Central City
CE-PR-01,Provider,2026-06-01 08:00:00,2026-06-01 17:00:00,Central City
CE-PR-02,Provider,2026-06-01 08:00:00,2026-06-01 17:00:00,Central City
CE-SU-01,Support,2026-06-01 08:00:00,2026-06-01 17:00:00,Central City
CE-SU-02,Support,2026-06-01 08:00:00,2026-06-01 17:00:00,Central City
CE-SU-03,Support,2026-06-01 08:00:00,2026-06-01 17:00:00,Central City
CE-SU-04,Support,2026-06-01 08:00:00,2026-06-01 17:00:00,Central City
CE-SU-05,Support,2026-06-01 08:00:00,2026-06-01 17:00:00,Central City
CE-PR-03,Provider,2026-06-01 09:00:00,2026-06-01 17:00:00,Central City
CE-PR-01,Provider,2026-06-02 08:00:00,2026-06-02 17:00:00,Central City
CE-PR-02,Provider,2026-06-02 08:00:00,2026-06-02 17:00:00,Central City
CE-SU-01,Support,2026-06-02 08:00:00,2026-06-02 17:00:00,Central City
CE-SU-02,Support,2026-06-02 08:00:00,2026-06-02 17:00:00,Central City
CE-SU-03,Support,2026-06-02 08:00:00,2026-06-02 17:00:00,Central City
CE-SU-04,Support,2026-06-02 08:00:00,2026-06-02 17:00:00,Central City
CE-SU-05,Support,2026-06-02 08:00:00,2026-06-02 17:00:00,Central City
CE-PR-03,Provider,2026-06-02 09:00:00,2026-06-02 17:00:00,Central City
CE-PR-01,Provider,2026-06-03 08:00:00,2026-06-03 17:00:00,Central City
CE-PR-02,Provider,2026-06-03 08:00:00,2026-06-03 17:00:00,Central City
CE-SU-01,Support,2026-06-03 08:00:00,2026-06-03 17:00:00,Central City
CE-SU-02,Support,2026-06-03 08:00:00,2026-06-03 17:00:00,Central City
CE-SU-03,Support,2026-06-03 08:00:00,2026-06-03 17:00:00,Central City
CE-SU-04,Support,2026-06-03 08:00:00,2026-06-03 17:00:00,Central City
CE-SU-05,Support,2026-06-03 08:00:00,2026-06-03 17:00:00,Central City
CE-PR-03,Provider,2026-06-03 09:00:00,2026-06-03 17:00:00,Central City
CE-PR-01,Provider,2026-06-04 08:00:00,2026-06-04 17:00:00,Central City
CE-PR-02,Provider,2026-06-04 08:00:00,2026-06-04 17:00:00,Central City
CE-SU-01,Support,2026-06-04 08:00:00,2026-06-04 17:00:00,Central City
CE-SU-02,Support,2026-06-04 08:00:00,2026-06-04 17:00:00,Central City
CE-SU-03,Support,2026-06-04 08:00:00,2026-06-04 17:00:00,Central City
CE-SU-04,Support,2026-06-04 08:00:00,2026-06-04 17:00:00,Central City
CE-SU-05,Support,2026-06-04 08:00:00,2026-06-04 17:00:00,Central City
CE-PR-03,Provider,2026-06-04 09:00:00,2026-06-04 17:00:00,Central City
CE-PR-01,Provider,2026-06-05 08:00:00,2026-06-05 17:00:00,Central City
CE-PR-02,Provider,2026-06-05 08:00:00,2026-06-05 17:00:00,Central City
CE-SU-01,Support,2026-06-05 08:00:00,2026-06-05 17:00:00,Central City
CE-SU-02,Support,2026-06-05 08:00:00,2026-06-05 17:00:00,Central City
CE-SU-03,Support,2026-06-05 08:00:00,2026-06-05 17:00:00,Central City
CE-SU-04,Support,2026-06-05 08:00:00,2026-06-05 17:00:00,Central City
CE-SU-05,Support,2026-06-05 08:00:00,2026-06-05 17:00:00,Central City
CE-PR-03,Provider,2026-06-05 09:00:00,2026-06-05 17:00:00,Central City
CE-PR-01,Provider,2026-06-06 08:00:00,2026-06-06 13:00:00,Central City
CE-PR-02,Provider,2026-06-06 08:00:00,2026-06-06 13:00:00,Central City
CE-SU-01,Support,2026-06-06 08:00:00,2026-06-06 13:00:00,Central City
CE-SU-02,Support,2026-06-06 08:00:00,2026-06-06 13:00:00,Central City
CE-SU-03,Support,2026-06-06 08:00:00,2026-06-06 13:00:00,Central City
CE-SU-04,Support,2026-06-06 08:00:00,2026-06-06 13:00:00,Central City
CE-SU-05,Support,2026-06-06 08:00:00,2026-06-06 13:00:00,Central City
CE-PR-03,Provider,2026-06-06 09:00:00,2026-06-06 13:00:00,Central City
CE-PR-01,Provider,2026-06-08 08:00:00,2026-06-08 17:00:00,Central City
CE-PR-02,Provider,2026-06-08 08:00:00,2026-06-08 17:00:00,Central City
CE-SU-01,Support,2026-06-08 08:00:00,2026-06-08 17:00:00,Central City
CE-SU-02,Support,2026-06-08 08:00:00,2026-06-08 17:00:00,Central City
CE-SU-03,Support,2026-06-08 08:00:00,2026-06-08 17:00:00,Central City
CE-SU-04,Support,2026-06-08 08:00:00,2026-06-08 17:00:00,Central City
CE-SU-05,Support,2026-06-08 08:00:00,2026-06-08 17:00:00,Central City
CE-PR-03,Provider,2026-06-08 09:00:00,2026-06-08 17:00:00,Central City
CE-PR-01,Provider,2026-06-09 08:00:00,2026-06-09 17:00:00,Central City
CE-PR-02,Provider,2026-06-09 08:00:00,2026-06-09 17:00:00,Central City
CE-SU-01,Support,2026-06-09 08:00:00,2026-06-09 17:00:00,Central City
CE-SU-02,Support,2026-06-09 08:00:00,2026-06-09 17:00:00,Central City
CE-SU-03,Support,2026-06-09 08:00:00,2026-06-09 17:00:00,Central City
CE-SU-04,Support,2026-06-09 08:00:00,2026-06-09 17:00:00,Central City
CE-SU-05,Support,2026-06-09 08:00:00,2026-06-09 17:00:00,Central City
CE-PR-03,Provider,2026-06-09 09:00:00,2026-06-09 17:00:00,Central City
CE-PR-01,Provider,2026-06-10 08:00:00,2026-06-10 17:00:00,Central City
CE-PR-02,Provider,2026-06-10 08:00:00,2026-06-10 17:00:00,Central City
CE-SU-01,Support,2026-06-10 08:00:00,2026-06-10 17:00:00,Central City
CE-SU-02,Support,2026-06-10 08:00:00,2026-06-10 17:00:00,Central City
CE-SU-03,Support,2026-06-10 08:00:00,2026-06-10 17:00:00,Central City
CE-SU-04,Support,2026-06-10 08:00:00,2026-06-10 17:00:00,Central City
CE-SU-05,Support,2026-06-10 08:00:00,2026-06-10 17:00:00,Central City
CE-PR-03,Provider,2026-06-10 09:00:00,2026-06-10 17:00:00,Central City
CE-PR-01,Provider,2026-06-11 08:00:00,2026-06-11 17:00:00,Central City
CE-PR-02,Provider,2026-06-11 08:00:00,2026-06-11 17:00:00,Central City
CE-SU-01,Support,2026-06-11 08:00:00,2026-06-11 17:00:00,Central City
CE-SU-02,Support,2026-06-11 08:00:00,2026-06-11 17:00:00,Central City
CE-SU-03,Support,2026-06-11 08:00:00,2026-06-11 17:00:00,Central City
CE-SU-04,Support,2026-06-11 08:00:00,2026-06-11 17:00:00,Central City
CE-SU-05,Support,2026-06-11 08:00:00,2026-06-11 17:00:00,Central City
CE-PR-03,Provider,2026-06-11 09:00:00,2026-06-11 17:00:00,Central City
CE-PR-01,Provider,2026-06-12 08:00:00,2026-06-12 17:00:00,Central City
CE-PR-02,Provider,2026-06-12 08:00:00,2026-06-12 17:00:00,Central City
CE-SU-01,Support,2026-06-12 08:00:00,2026-06-12 17:00:00,Central City
CE-SU-02,Support,2026-06-12 08:00:00,2026-06-12 17:00:00,Central City
CE-SU-03,Support,2026-06-12 08:00:00,2026-06-12 17:00:00,Central City
CE-SU-04,Support,2026-06-12 08:00:00,2026-06-12 17:00:00,Central City
CE-SU-05,Support,2026-06-12 08:00:00,2026-06-12 17:00:00,Central City
CE-PR-03,Provider,2026-06-12 09:00:00,2026-06-12 17:00:00,Central City
CE-PR-01,Provider,2026-06-13 08:00:00,2026-06-13 13:00:00,Central City
CE-PR-02,Provider,2026-06-13 08:00:00,2026-06-13 13:00:00,Central City
CE-SU-01,Support,2026-06-13 08:00:00,2026-06-13 13:00:00,Central City
CE-SU-02,Support,2026-06-13 08:00:00,2026-06-13 13:00:00,Central City
CE-SU-03,Support,2026-06-13 08:00:00,2026-06-13 13:00:00,Central City
CE-SU-04,Support,2026-06-13 08:00:00,2026-06-13 13:00:00,Central City
CE-SU-05,Support,2026-06-13 08:00:00,2026-06-13 13:00:00,Central City
CE-PR-03,Provider,2026-06-13 09:00:00,2026-06-13 13:00:00,Central City
CE-PR-01,Provider,2026-06-15 08:00:00,2026-06-15 17:00:00,Central City
CE-PR-02,Provider,2026-06-15 08:00:00,2026-06-15 17:00:00,Central City
CE-SU-01,Support,2026-06-15 08:00:00,2026-06-15 17:00:00,Central City
CE-SU-02,Support,2026-06-15 08:00:00,2026-06-15 17:00:00,Central City
CE-SU-03,Support,2026-06-15 08:00:00,2026-06-15 17:00:00,Central City
CE-SU-04,Support,2026-06-15 08:00:00,2026-06-15 17:00:00,Central City
CE-SU-05,Support,2026-06-15 08:00:00,2026-06-15 17:00:00,Central City
CE-PR-03,Provider,2026-06-15 09:00:00,2026-06-15 17:00:00,Central City
CE-PR-01,Provider,2026-06-16 08:00:00,2026-06-16 17:00:00,Central City
CE-PR-02,Provider,2026-06-16 08:00:00,2026-06-16 17:00:00,Central City
CE-SU-01,Support,2026-06-16 08:00:00,2026-06-16 17:00:00,Central City
CE-SU-02,Support,2026-06-16 08:00:00,2026-06-16 17:00:00,Central City
CE-SU-03,Support,2026-06-16 08:00:00,2026-06-16 17:00:00,Central City
CE-SU-04,Support,2026-06-16 08:00:00,2026-06-16 17:00:00,Central City
CE-SU-05,Support,2026-06-16 08:00:00,2026-06-16 17:00:00,Central City
CE-PR-03,Provider,2026-06-16 09:00:00,2026-06-16 17:00:00,Central City
CE-PR-01,Provider,2026-06-17 08:00:00,2026-06-17 17:00:00,Central City
CE-PR-02,Provider,2026-06-17 08:00:00,2026-06-17 17:00:00,Central City
CE-SU-01,Support,2026-06-17 08:00:00,2026-06-17 17:00:00,Central City
CE-SU-02,Support,2026-06-17 08:00:00,2026-06-17 17:00:00,Central City
CE-SU-03,Support,2026-06-17 08:00:00,2026-06-17 17:00:00,Central City
CE-SU-04,Support,2026-06-17 08:00:00,2026-06-17 17:00:00,Central City
CE-SU-05,Support,2026-06-17 08:00:00,2026-06-17 17:00:00,Central City
CE-PR-03,Provider,2026-06-17 09:00:00,2026-06-17 17:00:00,Central City
CE-PR-01,Provider,2026-06-18 08:00:00,2026-06-18 17:00:00,Central City
CE-PR-02,Provider,2026-06-18 08:00:00,2026-06-18 17:00:00,Central City
CE-SU-01,Support,2026-06-18 08:00:00,2026-06-18 17:00:00,Central City
CE-SU-02,Support,2026-06-18 08:00:00,2026-06-18 17:00:00,Central City
CE-SU-03,Support,2026-06-18 08:00:00,2026-06-18 17:00:00,Central City
CE-SU-04,Support,2026-06-18 08:00:00,2026-06-18 17:00:00,Central City
CE-SU-05,Support,2026-06-18 08:00:00,2026-06-18 17:00:00,Central City
CE-PR-03,Provider,2026-06-18 09:00:00,2026-06-18 17:00:00,Central City
CE-PR-01,Provider,2026-06-19 08:00:00,2026-06-19 17:00:00,Central City
CE-PR-02,Provider,2026-06-19 08:00:00,2026-06-19 17:00:00,Central City
CE-SU-01,Support,2026-06-19 08:00:00,2026-06-19 17:00:00,Central City
CE-SU-02,Support,2026-06-19 08:00:00,2026-06-19 17:00:00,Central City
CE-SU-03,Support,2026-06-19 08:00:00,2026-06-19 17:00:00,Central City
CE-SU-04,Support,2026-06-19 08:00:00,2026-06-19 17:00:00,Central City
CE-SU-05,Support,2026-06-19 08:00:00,2026-06-19 17:00:00,Central City
CE-PR-03,Provider,2026-06-19 09:00:00,2026-06-19 17:00:00,Central City
CE-PR-01,Provider,2026-06-20 08:00:00,2026-06-20 13:00:00,Central City
CE-PR-02,Provider,2026-06-20 08:00:00,2026-06-20 13:00:00,Central City
CE-SU-01,Support,2026-06-20 08:00:00,2026-06-20 13:00:00,Central City
CE-SU-02,Support,2026-06-20 08:00:00,2026-06-20 13:00:00,Central City
CE-SU-03,Support,2026-06-20 08:00:00,2026-06-20 13:00:00,Central City
CE-SU-04,Support,2026-06-20 08:00:00,2026-06-20 13:00:00,Central City
CE-SU-05,Support,2026-06-20 08:00:00,2026-06-20 13:00:00,Central City
CE-PR-03,Provider,2026-06-20 09:00:00,2026-06-20 13:00:00,Central City
CE-PR-01,Provider,2026-06-22 08:00:00,2026-06-22 17:00:00,Central City
CE-PR-02,Provider,2026-06-22 08:00:00,2026-06-22 17:00:00,Central City
CE-SU-01,Support,2026-06-22 08:00:00,2026-06-22 17:00:00,Central City
CE-SU-02,Support,2026-06-22 08:00:00,2026-06-22 17:00:00,Central City
CE-SU-03,Support,2026-06-22 08:00:00,2026-06-22 17:00:00,Central City
CE-SU-04,Support,2026-06-22 08:00:00,2026-06-22 17:00:00,Central City
CE-SU-05,Support,2026-06-22 08:00:00,2026-06-22 17:00:00,Central City
CE-PR-03,Provider,2026-06-22 09:00:00,2026-06-22 17:00:00,Central City
CE-PR-01,Provider,2026-06-23 08:00:00,2026-06-23 17:00:00,Central City
CE-PR-02,Provider,2026-06-23 08:00:00,2026-06-23 17:00:00,Central City
CE-SU-01,Support,2026-06-23 08:00:00,2026-06-23 17:00:00,Central City
CE-SU-02,Support,2026-06-23 08:00:00,2026-06-23 17:00:00,Central City
CE-SU-03,Support,2026-06-23 08:00:00,2026-06-23 17:00:00,Central City
CE-SU-04,Support,2026-06-23 08:00:00,2026-06-23 17:00:00,Central City
CE-SU-05,Support,2026-06-23 08:00:00,2026-06-23 17:00:00,Central City
CE-PR-03,Provider,2026-06-23 09:00:00,2026-06-23 17:00:00,Central City
CE-PR-01,Provider,2026-06-24 08:00:00,2026-06-24 17:00:00,Central City
CE-PR-02,Provider,2026-06-24 08:00:00,2026-06-24 17:00:00,Central City
CE-SU-01,Support,2026-06-24 08:00:00,2026-06-24 17:00:00,Central City
CE-SU-02,Support,2026-06-24 08:00:00,2026-06-24 17:00:00,Central City
CE-SU-03,Support,2026-06-24 08:00:00,2026-06-24 17:00:00,Central City
CE-SU-04,Support,2026-06-24 08:00:00,2026-06-24 17:00:00,Central City
CE-SU-05,Support,2026-06-24 08:00:00,2026-06-24 17:00:00,Central City
CE-PR-03,Provider,2026-06-24 09:00:00,2026-06-24 17:00:00,Central City
CE-PR-01,Provider,2026-06-25 08:00:00,2026-06-25 17:00:00,Central City
CE-PR-02,Provider,2026-06-25 08:00:00,2026-06-25 17:00:00,Central City
CE-SU-01,Support,2026-06-25 08:00:00,2026-06-25 17:00:00,Central City
CE-SU-02,Support,2026-06-25 08:00:00,2026-06-25 17:00:00,Central City
CE-SU-03,Support,2026-06-25 08:00:00,2026-06-25 17:00:00,Central City
CE-SU-04,Support,2026-06-25 08:00:00,2026-06-25 17:00:00,Central City
CE-SU-05,Support,2026-06-25 08:00:00,2026-06-25 17:00:00,Central City
CE-PR-03,Provider,2026-06-25 09:00:00,2026-06-25 17:00:00,Central City
CE-PR-01,Provider,2026-06-26 08:00:00,2026-06-26 17:00:00,Central City
CE-PR-02,Provider,2026-06-26 08:00:00,2026-06-26 17:00:00,Central City
CE-SU-01,Support,2026-06-26 08:00:00,2026-06-26 17:00:00,Central City
CE-SU-02,Support,2026-06-26 08:00:00,2026-06-26 17:00:00,Central City
CE-SU-03,Support,2026-06-26 08:00:00,2026-06-26 17:00:00,Central City
CE-SU-04,Support,2026-06-26 08:00:00,2026-06-26 17:00:00,Central City
CE-SU-05,Support,2026-06-26 08:00:00,2026-06-26 17:00:00,Central City
CE-PR-03,Provider,2026-06-26 09:00:00,2026-06-26 17:00:00,Central City
CE-PR-01,Provider,2026-06-27 08:00:00,2026-06-27 13:00:00,Central City
CE-PR-02,Provider,2026-06-27 08:00:00,2026-06-27 13:00:00,Central City
CE-SU-01,Support,2026-06-27 08:00:00,2026-06-27 13:00:00,Central City
CE-SU-02,Support,2026-06-27 08:00:00,2026-06-27 13:00:00,Central City
CE-SU-03,Support,2026-06-27 08:00:00,2026-06-27 13:00:00,Central City
CE-SU-04,Support,2026-06-27 08:00:00,2026-06-27 13:00:00,Central City
CE-SU-05,Support,2026-06-27 08:00:00,2026-06-27 13:00:00,Central City
CE-PR-03,Provider,2026-06-27 09:00:00,2026-06-27 13:00:00,Central City
CE-PR-01,Provider,2026-06-29 08:00:00,2026-06-29 17:00:00,Central City
CE-PR-02,Provider,2026-06-29 08:00:00,2026-06-29 17:00:00,Central City
CE-SU-01,Support,2026-06-29 08:00:00,2026-06-29 17:00:00,Central City
CE-SU-02,Support,2026-06-29 08:00:00,2026-06-29 17:00:00,Central City
CE-SU-03,Support,2026-06-29 08:00:00,2026-06-29 17:00:00,Central City
CE-SU-04,Support,2026-06-29 08:00:00,2026-06-29 17:00:00,Central City
CE-SU-05,Support,2026-06-29 08:00:00,2026-06-29 17:00:00,Central City
CE-PR-03,Provider,2026-06-29 09:00:00,2026-06-29 17:00:00,Central City
CE-PR-01,Provider,2026-06-30 08:00:00,2026-06-30 17:00:00,Central City
CE-PR-02,Provider,2026-06-30 08:00:00,2026-06-30 17:00:00,Central City
CE-SU-01,Support,2026-06-30 08:00:00,2026-06-30 17:00:00,Central City
CE-SU-02,Support,2026-06-30 08:00:00,2026-06-30 17:00:00,Central City
CE-SU-03,Support,2026-06-30 08:00:00,2026-06-30 17:00:00,Central City
CE-SU-04,Support,2026-06-30 08:00:00,2026-06-30 17:00:00,Central City
CE-SU-05,Support,2026-06-30 08:00:00,2026-06-30 17:00:00,Central City
CE-PR-03,Provider,2026-06-30 09:00:00,2026-06-30 17:00:00,Central City
LA-PR-01,Provider,2026-01-01 08:00:00,2026-01-01 17:00:00,Lakeside
LA-PR-02,Provider,2026-01-01 08:00:00,2026-01-01 17:00:00,Lakeside
LA-SU-01,Support,2026-01-01 08:00:00,2026-01-01 17:00:00,Lakeside
LA-SU-02,Support,2026-01-01 08:00:00,2026-01-01 17:00:00,Lakeside
LA-SU-03,Support,2026-01-01 08:00:00,2026-01-01 17:00:00,Lakeside
LA-PR-03,Provider,2026-01-01 09:00:00,2026-01-01 17:00:00,Lakeside
LA-PR-01,Provider,2026-01-02 08:00:00,2026-01-02 17:00:00,Lakeside
LA-PR-02,Provider,2026-01-02 08:00:00,2026-01-02 17:00:00,Lakeside
LA-SU-01,Support,2026-01-02 08:00:00,2026-01-02 17:00:00,Lakeside
LA-SU-02,Support,2026-01-02 08:00:00,2026-01-02 17:00:00,Lakeside
LA-SU-03,Support,2026-01-02 08:00:00,2026-01-02 17:00:00,Lakeside
LA-PR-03,Provider,2026-01-02 09:00:00,2026-01-02 17:00:00,Lakeside
LA-PR-01,Provider,2026-01-03 08:00:00,2026-01-03 13:00:00,Lakeside
LA-PR-02,Provider,2026-01-03 08:00:00,2026-01-03 13:00:00,Lakeside
LA-SU-01,Support,2026-01-03 08:00:00,2026-01-03 13:00:00,Lakeside
LA-SU-02,Support,2026-01-03 08:00:00,2026-01-03 13:00:00,Lakeside
LA-SU-03,Support,2026-01-03 08:00:00,2026-01-03 13:00:00,Lakeside
LA-PR-03,Provider,2026-01-03 09:00:00,2026-01-03 13:00:00,Lakeside
LA-PR-01,Provider,2026-01-05 08:00:00,2026-01-05 17:00:00,Lakeside
LA-PR-02,Provider,2026-01-05 08:00:00,2026-01-05 17:00:00,Lakeside
LA-SU-01,Support,2026-01-05 08:00:00,2026-01-05 17:00:00,Lakeside
LA-SU-02,Support,2026-01-05 08:00:00,2026-01-05 17:00:00,Lakeside
LA-SU-03,Support,2026-01-05 08:00:00,2026-01-05 17:00:00,Lakeside
LA-PR-03,Provider,2026-01-05 09:00:00,2026-01-05 17:00:00,Lakeside
LA-PR-01,Provider,2026-01-06 08:00:00,2026-01-06 17:00:00,Lakeside
LA-PR-02,Provider,2026-01-06 08:00:00,2026-01-06 17:00:00,Lakeside
LA-SU-01,Support,2026-01-06 08:00:00,2026-01-06 17:00:00,Lakeside
LA-SU-02,Support,2026-01-06 08:00:00,2026-01-06 17:00:00,Lakeside
LA-SU-03,Support,2026-01-06 08:00:00,2026-01-06 17:00:00,Lakeside
LA-PR-03,Provider,2026-01-06 09:00:00,2026-01-06 17:00:00,Lakeside
LA-PR-01,Provider,2026-01-07 08:00:00,2026-01-07 17:00:00,Lakeside
LA-PR-02,Provider,2026-01-07 08:00:00,2026-01-07 17:00:00,Lakeside
LA-SU-01,Support,2026-01-07 08:00:00,2026-01-07 17:00:00,Lakeside
LA-SU-02,Support,2026-01-07 08:00:00,2026-01-07 17:00:00,Lakeside
LA-SU-03,Support,2026-01-07 08:00:00,2026-01-07 17:00:00,Lakeside
LA-PR-03,Provider,2026-01-07 09:00:00,2026-01-07 17:00:00,Lakeside
LA-PR-01,Provider,2026-01-08 08:00:00,2026-01-08 17:00:00,Lakeside
LA-PR-02,Provider,2026-01-08 08:00:00,2026-01-08 17:00:00,Lakeside
LA-SU-01,Support,2026-01-08 08:00:00,2026-01-08 17:00:00,Lakeside
LA-SU-02,Support,2026-01-08 08:00:00,2026-01-08 17:00:00,Lakeside
LA-SU-03,Support,2026-01-08 08:00:00,2026-01-08 17:00:00,Lakeside
LA-PR-03,Provider,2026-01-08 09:00:00,2026-01-08 17:00:00,Lakeside
LA-PR-01,Provider,2026-01-09 08:00:00,2026-01-09 17:00:00,Lakeside
LA-PR-02,Provider,2026-01-09 08:00:00,2026-01-09 17:00:00,Lakeside
LA-SU-01,Support,2026-01-09 08:00:00,2026-01-09 17:00:00,Lakeside
LA-SU-02,Support,2026-01-09 08:00:00,2026-01-09 17:00:00,Lakeside
LA-SU-03,Support,2026-01-09 08:00:00,2026-01-09 17:00:00,Lakeside
